record_id,platform,segment_scope,period,year,frequency,geography_scope,geography_evidence,transaction_measure,transaction_value,revenue_measure,revenue_value,currency,unit_scale,transaction_status,revenue_status,source_file,source_locator,source_url,reporting_vintage,period_match,scope_match,directness_class,sample_family,canonical_record,admission_status,admission_reason,structural_break,source_dataset,full_pair,positive_denominator,ratio_eligible
OBS-0174,Grab,contemporaneous clean event input,2024Q2,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,4434.0,matched revenue,603.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2024Q2_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000095017024097373/ck0001855612-ex99_1.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0175,Grab,contemporaneous clean event input,2024Q3,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,4659.0,matched revenue,651.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2024Q3_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000185561224000004/grab-20240930xex991fx3.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0176,Grab,contemporaneous clean event input,2024Q4,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,5028.0,matched revenue,689.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2024Q4_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000185561225000005/exhibit991.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0177,Grab,contemporaneous clean event input,2025Q1,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,4933.0,matched revenue,697.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2025Q1_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000185561225000026/exhibit991-earningsrelease.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0178,Grab,contemporaneous clean event input,2025Q2,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,5354.0,matched revenue,734.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2025Q2_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000185561225000047/a2025q2-earningspressrelea.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0179,Grab,contemporaneous clean event input,2025Q3,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,5774.0,matched revenue,782.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2025Q3_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000185561225000059/a2025q3-earningspressrelea.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0180,Grab,contemporaneous clean event input,2025Q4,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,6078.0,matched revenue,806.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2025Q4_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000185561226000012/a2025q4-earningspressrelea.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0181,Grab,contemporaneous clean event input,2026Q1,2026.0,quarterly,company/segment scope,not country-specific,GMV/GTV,6131.0,matched revenue,847.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2026Q1_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000185561226000078/a42026q1-earningspressrele.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0182,Sea,contemporaneous clean event input,2022Q1,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,17.4,matched revenue,1.5,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2022Q1_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000110465922061936/tm2215818d1_ex99-1.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0183,Sea,contemporaneous clean event input,2022Q2,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,19.0,matched revenue,1.7,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2022Q2_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000110465922091743/tm2223563d1_ex99-1.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0184,Sea,contemporaneous clean event input,2022Q3,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,19.1,matched revenue,1.9,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2022Q3_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000110465922119122/tm2230567d1_ex99-1.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0185,Sea,contemporaneous clean event input,2022Q4,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,18.0,matched revenue,2.1,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2022Q4_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000110465923029545/tm238717d1_ex99-1.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0186,Sea,contemporaneous clean event input,2023Q4,2023.0,quarterly,company/segment scope,not country-specific,GMV/GTV,23.1,matched revenue,2.6,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2023Q4_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000110465924030484/tm247857d1_ex99-1.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,2023Q1-Q2 excluded: Sea moved from quarterly to annual GMV disclosure,reporting/scope caveat,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0187,Sea,contemporaneous clean event input,2024Q1,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,23.6,matched revenue,2.7,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2024Q1_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000119312524138204/d838689dex991.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0188,Sea,contemporaneous clean event input,2024Q2,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,23.3,matched revenue,2.8,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2024Q2_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000110465924088947/tm2421549d1_ex99-1.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0189,Sea,contemporaneous clean event input,2024Q3,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,25.1,matched revenue,3.2,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2024Q3_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000110465924116768/tm2428140d1_ex99-1.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0190,Sea,contemporaneous clean event input,2024Q4,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,28.6,matched revenue,3.7,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2024Q4_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000119312525045576/d930776dex991.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0191,Sea,contemporaneous clean event input,2025Q1,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,28.6,matched revenue,3.5,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2025Q1_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000119312525118807/d80392dex991.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,Corrected denominator; old lineage used a mixed segment/consolidated denominator around this transition,reporting/scope caveat,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0192,Sea,contemporaneous clean event input,2025Q2,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,29.8,matched revenue,3.8,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2025Q2_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000119312525178935/d411448dex991.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0193,Sea,contemporaneous clean event input,2025Q3,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,32.2,matched revenue,4.3,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2025Q3_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000119312525275616/d75589dex991.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0194,Sea,contemporaneous clean event input,2025Q4,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,36.7,matched revenue,5.0,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2025Q4_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000119312526088151/d106475dex991.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0195,Sea,contemporaneous clean event input,2026Q1,2026.0,quarterly,company/segment scope,not country-specific,GMV/GTV,37.3,matched revenue,5.1,USD,billions,reported Shopee/e-commerce GMV,reported Shopee/e-commerce GAAP revenue,01_RAW_SOURCES/quarterly_releases/SEA_2026Q1_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1703399/000119312526219378/d78490dex991.htm,,yes,2023Q1-Q3 are absent because the retained panel does not treat unavailable quarterly GMV as observed; remaining rows are a gapped series,both panel fields directly reported at e-commerce segment scope,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
